source,sphere,scenario,year,ktne
Електроенергія з ВДЕ,населення,Ліберальний,2025,619.0
Електроенергія з ВДЕ,населення,Ліберальний,2030,812.0
Електроенергія з ВДЕ,населення,Ліберальний,2035,1032.0
Електроенергія з ВДЕ,населення,Ліберальний,2040,1244.0
Електроенергія з ВДЕ,населення,Ліберальний,2045,1465.0
Електроенергія з ВДЕ,населення,Ліберальний,2050,1705.0
Вугілля,населення,Ліберальний,2012,715.0
Вугілля,населення,Ліберальний,2015,303.0
Вугілля,населення,Ліберальний,2020,646.0
Вугілля,населення,Ліберальний,2025,566.0
Вугілля,населення,Ліберальний,2030,510.0
Вугілля,населення,Ліберальний,2035,418.0
Вугілля,населення,Ліберальний,2040,324.0
Вугілля,населення,Ліберальний,2045,195.0
Вугілля,населення,Ліберальний,2050,16.0
Електроенергія,населення,Ліберальний,2012,3105.0
Електроенергія,населення,Ліберальний,2015,3012.0
Електроенергія,населення,Ліберальний,2020,2690.0
Електроенергія,населення,Ліберальний,2025,2349.0
Електроенергія,населення,Ліберальний,2030,2124.0
Електроенергія,населення,Ліберальний,2035,2124.0
Електроенергія,населення,Ліберальний,2040,2117.0
Електроенергія,населення,Ліберальний,2045,2119.0
Електроенергія,населення,Ліберальний,2050,2108.0
Газ,населення,Ліберальний,2012,13760.0
Газ,населення,Ліберальний,2015,9083.0
Газ,населення,Ліберальний,2020,10419.0
Газ,населення,Ліберальний,2025,9446.0
Газ,населення,Ліберальний,2030,7823.0
Газ,населення,Ліберальний,2035,7722.0
Газ,населення,Ліберальний,2040,6794.0
Газ,населення,Ліберальний,2045,5707.0
Газ,населення,Ліберальний,2050,4934.0
Теплова енергія,населення,Ліберальний,2012,4677.0
Теплова енергія,населення,Ліберальний,2015,2864.0
Теплова енергія,населення,Ліберальний,2020,3588.0
Теплова енергія,населення,Ліберальний,2025,3146.0
Теплова енергія,населення,Ліберальний,2030,2687.0
Теплова енергія,населення,Ліберальний,2035,2056.0
Теплова енергія,населення,Ліберальний,2040,1480.0
Теплова енергія,населення,Ліберальний,2045,1224.0
Теплова енергія,населення,Ліберальний,2050,960.0
Нафта та нафтопродукти,населення,Ліберальний,2012,71.0
Нафта та нафтопродукти,населення,Ліберальний,2015,14.0
Нафта та нафтопродукти,населення,Ліберальний,2020,10.0
Нафта та нафтопродукти,населення,Ліберальний,2025,0.0
Нафта та нафтопродукти,населення,Ліберальний,2030,0.0
Нафта та нафтопродукти,населення,Ліберальний,2035,0.0
Нафта та нафтопродукти,населення,Ліберальний,2040,0.0
Нафта та нафтопродукти,населення,Ліберальний,2045,0.0
Нафта та нафтопродукти,населення,Ліберальний,2050,0.0
Біопаливо та відходи,транспорт,Ліберальний,2012,0.0
Біопаливо та відходи,транспорт,Ліберальний,2015,34.0
Біопаливо та відходи,транспорт,Ліберальний,2020,239.0
Біопаливо та відходи,транспорт,Ліберальний,2025,491.0
Біопаливо та відходи,транспорт,Ліберальний,2030,447.0
Біопаливо та відходи,транспорт,Ліберальний,2035,422.0
Біопаливо та відходи,транспорт,Ліберальний,2040,612.0
Біопаливо та відходи,транспорт,Ліберальний,2045,756.0
Біопаливо та відходи,транспорт,Ліберальний,2050,1213.0
Електроенергія з ВДЕ,транспорт,Ліберальний,2012,48.0
Електроенергія з ВДЕ,транспорт,Ліберальний,2015,32.0
Електроенергія з ВДЕ,транспорт,Ліберальний,2020,108.0
Електроенергія з ВДЕ,транспорт,Ліберальний,2025,168.0
Електроенергія з ВДЕ,транспорт,Ліберальний,2030,247.0
Електроенергія з ВДЕ,транспорт,Ліберальний,2035,380.0
Електроенергія з ВДЕ,транспорт,Ліберальний,2040,637.0
Електроенергія з ВДЕ,транспорт,Ліберальний,2045,1031.0
Електроенергія з ВДЕ,транспорт,Ліберальний,2050,1274.0
Вугілля,транспорт,Ліберальний,2012,12.0
Вугілля,транспорт,Ліберальний,2015,4.0
Вугілля,транспорт,Ліберальний,2020,11.0
Вугілля,транспорт,Ліберальний,2025,11.0
Вугілля,транспорт,Ліберальний,2030,12.0
Вугілля,транспорт,Ліберальний,2035,12.0
Вугілля,транспорт,Ліберальний,2040,12.0
Вугілля,транспорт,Ліберальний,2045,12.0
Вугілля,транспорт,Ліберальний,2050,12.0
Електроенергія,транспорт,Ліберальний,2012,750.0
Електроенергія,транспорт,Ліберальний,2015,553.0
Електроенергія,транспорт,Ліберальний,2020,630.0
Електроенергія,транспорт,Ліберальний,2025,636.0
Електроенергія,транспорт,Ліберальний,2030,645.0
Електроенергія,транспорт,Ліберальний,2035,783.0
Електроенергія,транспорт,Ліберальний,2040,1084.0
Електроенергія,транспорт,Ліберальний,2045,1492.0
Електроенергія,транспорт,Ліберальний,2050,1575.0
Газ,транспорт,Ліберальний,2012,2050.0
Газ,транспорт,Ліберальний,2015,1572.0
Газ,транспорт,Ліберальний,2020,1574.0
Газ,транспорт,Ліберальний,2025,1778.0
Газ,транспорт,Ліберальний,2030,1820.0
Газ,транспорт,Ліберальний,2035,1984.0
Газ,транспорт,Ліберальний,2040,2015.0
Газ,транспорт,Ліберальний,2045,1119.0
Газ,транспорт,Ліберальний,2050,1414.0
Нафта та нафтопродукти,транспорт,Ліберальний,2012,8588.0
Нафта та нафтопродукти,транспорт,Ліберальний,2015,6554.0
Нафта та нафтопродукти,транспорт,Ліберальний,2020,8295.0
Нафта та нафтопродукти,транспорт,Ліберальний,2025,8397.0
Нафта та нафтопродукти,транспорт,Ліберальний,2030,8947.0
Нафта та нафтопродукти,транспорт,Ліберальний,2035,9080.0
Нафта та нафтопродукти,транспорт,Ліберальний,2040,8301.0
Нафта та нафтопродукти,транспорт,Ліберальний,2045,7198.0
Нафта та нафтопродукти,транспорт,Ліберальний,2050,6343.0
Біопаливо та відходи,сфера послуг,Ліберальний,2012,27.0
Біопаливо та відходи,сфера послуг,Ліберальний,2015,46.0
Біопаливо та відходи,сфера послуг,Ліберальний,2020,311.0
Біопаливо та відходи,сфера послуг,Ліберальний,2025,152.0
Біопаливо та відходи,сфера послуг,Ліберальний,2030,66.0
Біопаливо та відходи,сфера послуг,Ліберальний,2035,82.0
Біопаливо та відходи,сфера послуг,Ліберальний,2040,78.0
Біопаливо та відходи,сфера послуг,Ліберальний,2045,78.0
Біопаливо та відходи,сфера послуг,Ліберальний,2050,79.0
Сонячна енергія,сфера послуг,Ліберальний,2012,0.0
Сонячна енергія,сфера послуг,Ліберальний,2015,0.0
Сонячна енергія,сфера послуг,Ліберальний,2020,0.0
Сонячна енергія,сфера послуг,Ліберальний,2025,0.0
Сонячна енергія,сфера послуг,Ліберальний,2030,0.0
Сонячна енергія,сфера послуг,Ліберальний,2035,109.0
Сонячна енергія,сфера послуг,Ліберальний,2040,400.0
Сонячна енергія,сфера послуг,Ліберальний,2045,988.0
Сонячна енергія,сфера послуг,Ліберальний,2050,1683.0
Теплова енергія з ВДЕ,сфера послуг,Ліберальний,2012,2.0
Теплова енергія з ВДЕ,сфера послуг,Ліберальний,2015,5.0
Теплова енергія з ВДЕ,сфера послуг,Ліберальний,2020,191.0
Теплова енергія з ВДЕ,сфера послуг,Ліберальний,2025,233.0
Теплова енергія з ВДЕ,сфера послуг,Ліберальний,2030,298.0
Теплова енергія з ВДЕ,сфера послуг,Ліберальний,2035,425.0
Теплова енергія з ВДЕ,сфера послуг,Ліберальний,2040,483.0
Теплова енергія з ВДЕ,сфера послуг,Ліберальний,2045,422.0
Теплова енергія з ВДЕ,сфера послуг,Ліберальний,2050,387.0
Електроенергія з ВДЕ,сфера послуг,Ліберальний,2012,119.0
Електроенергія з ВДЕ,сфера послуг,Ліберальний,2015,101.0
Електроенергія з ВДЕ,сфера послуг,Ліберальний,2020,264.0
Електроенергія з ВДЕ,сфера послуг,Ліберальний,2025,375.0
Електроенергія з ВДЕ,сфера послуг,Ліберальний,2030,527.0
Електроенергія з ВДЕ,сфера послуг,Ліберальний,2035,654.0
Електроенергія з ВДЕ,сфера послуг,Ліберальний,2040,769.0
Електроенергія з ВДЕ,сфера послуг,Ліберальний,2045,885.0
Електроенергія з ВДЕ,сфера послуг,Ліберальний,2050,991.0
Вугілля,сфера послуг,Ліберальний,2012,161.0
Вугілля,сфера послуг,Ліберальний,2015,67.0
Вугілля,сфера послуг,Ліберальний,2020,164.0
Вугілля,сфера послуг,Ліберальний,2025,110.0
Вугілля,сфера послуг,Ліберальний,2030,67.0
Вугілля,сфера послуг,Ліберальний,2035,100.0
Вугілля,сфера послуг,Ліберальний,2040,70.0
Вугілля,сфера послуг,Ліберальний,2045,72.0
Вугілля,сфера послуг,Ліберальний,2050,74.0
Газ,сфера послуг,Ліберальний,2012,463.0
Газ,сфера послуг,Ліберальний,2015,195.0
Газ,сфера послуг,Ліберальний,2020,556.0
Газ,сфера послуг,Ліберальний,2025,503.0
Газ,сфера послуг,Ліберальний,2030,445.0
Газ,сфера послуг,Ліберальний,2035,432.0
Газ,сфера послуг,Ліберальний,2040,527.0
Газ,сфера послуг,Ліберальний,2045,656.0
Газ,сфера послуг,Ліберальний,2050,716.0
Нафта та нафтопродукти,сфера послуг,Ліберальний,2012,78.0
Нафта та нафтопродукти,сфера послуг,Ліберальний,2015,92.0
Нафта та нафтопродукти,сфера послуг,Ліберальний,2020,63.0
Нафта та нафтопродукти,сфера послуг,Ліберальний,2025,48.0
Нафта та нафтопродукти,сфера послуг,Ліберальний,2030,21.0
Нафта та нафтопродукти,сфера послуг,Ліберальний,2035,20.0
Нафта та нафтопродукти,сфера послуг,Ліберальний,2040,21.0
Нафта та нафтопродукти,сфера послуг,Ліберальний,2045,22.0
Нафта та нафтопродукти,сфера послуг,Ліберальний,2050,23.0
Теплова енергія,сфера послуг,Ліберальний,2012,2326.0
Теплова енергія,сфера послуг,Ліберальний,2015,1555.0
Теплова енергія,сфера послуг,Ліберальний,2020,2163.0
Теплова енергія,сфера послуг,Ліберальний,2025,2120.0
Теплова енергія,сфера послуг,Ліберальний,2030,2217.0
Теплова енергія,сфера послуг,Ліберальний,2035,2014.0
Теплова енергія,сфера послуг,Ліберальний,2040,1689.0
Теплова енергія,сфера послуг,Ліберальний,2045,1337.0
Теплова енергія,сфера послуг,Ліберальний,2050,915.0
Електроенергія,сфера послуг,Ліберальний,2012,1861.0
Електроенергія,сфера послуг,Ліберальний,2015,1777.0
Електроенергія,сфера послуг,Ліберальний,2020,1536.0
Електроенергія,сфера послуг,Ліберальний,2025,1423.0
Електроенергія,сфера послуг,Ліберальний,2030,1379.0
Електроенергія,сфера послуг,Ліберальний,2035,1346.0
Електроенергія,сфера послуг,Ліберальний,2040,1310.0
Електроенергія,сфера послуг,Ліберальний,2045,1281.0
Електроенергія,сфера послуг,Ліберальний,2050,1226.0
Біопаливо та відходи,сільське господарство,Ліберальний,2012,20.0
Біопаливо та відходи,сільське господарство,Ліберальний,2015,19.0
Біопаливо та відходи,сільське господарство,Ліберальний,2020,19.0
Біопаливо та відходи,сільське господарство,Ліберальний,2025,21.0
Біопаливо та відходи,сільське господарство,Ліберальний,2030,23.0
Біопаливо та відходи,сільське господарство,Ліберальний,2035,248.0
Біопаливо та відходи,сільське господарство,Ліберальний,2040,529.0
Біопаливо та відходи,сільське господарство,Ліберальний,2045,861.0
Біопаливо та відходи,сільське господарство,Ліберальний,2050,2127.0
Теплова енергія з ВДЕ,сільське господарство,Ліберальний,2012,0.0
Теплова енергія з ВДЕ,сільське господарство,Ліберальний,2015,1.0
Теплова енергія з ВДЕ,сільське господарство,Ліберальний,2020,23.0
Теплова енергія з ВДЕ,сільське господарство,Ліберальний,2025,31.0
Теплова енергія з ВДЕ,сільське господарство,Ліберальний,2030,40.0
Теплова енергія з ВДЕ,сільське господарство,Ліберальний,2035,63.0
Теплова енергія з ВДЕ,сільське господарство,Ліберальний,2040,85.0
Теплова енергія з ВДЕ,сільське господарство,Ліберальний,2045,95.0
Теплова енергія з ВДЕ,сільське господарство,Ліберальний,2050,137.0
Електроенергія з ВДЕ,сільське господарство,Ліберальний,2012,20.0
Електроенергія з ВДЕ,сільське господарство,Ліберальний,2015,16.0
Електроенергія з ВДЕ,сільське господарство,Ліберальний,2020,42.0
Електроенергія з ВДЕ,сільське господарство,Ліберальний,2025,66.0
Електроенергія з ВДЕ,сільське господарство,Ліберальний,2030,95.0
Електроенергія з ВДЕ,сільське господарство,Ліберальний,2035,119.0
Електроенергія з ВДЕ,сільське господарство,Ліберальний,2040,140.0
Електроенергія з ВДЕ,сільське господарство,Ліберальний,2045,160.0
Електроенергія з ВДЕ,сільське господарство,Ліберальний,2050,196.0
Вугілля,сільське господарство,Ліберальний,2012,14.0
Вугілля,сільське господарство,Ліберальний,2015,9.0
Вугілля,сільське господарство,Ліберальний,2020,12.0
Вугілля,сільське господарство,Ліберальний,2025,13.0
Вугілля,сільське господарство,Ліберальний,2030,15.0
Вугілля,сільське господарство,Ліберальний,2035,13.0
Вугілля,сільське господарство,Ліберальний,2040,11.0
Вугілля,сільське господарство,Ліберальний,2045,9.0
Вугілля,сільське господарство,Ліберальний,2050,1.0
Електроенергія,сільське господарство,Ліберальний,2012,312.0
Електроенергія,сільське господарство,Ліберальний,2015,273.0
Електроенергія,сільське господарство,Ліберальний,2020,242.0
Електроенергія,сільське господарство,Ліберальний,2025,249.0
Електроенергія,сільське господарство,Ліберальний,2030,248.0
Електроенергія,сільське господарство,Ліберальний,2035,246.0
Електроенергія,сільське господарство,Ліберальний,2040,239.0
Електроенергія,сільське господарство,Ліберальний,2045,231.0
Електроенергія,сільське господарство,Ліберальний,2050,243.0
Газ,сільське господарство,Ліберальний,2012,153.0
Газ,сільське господарство,Ліберальний,2015,129.0
Газ,сільське господарство,Ліберальний,2020,104.0
Газ,сільське господарство,Ліберальний,2025,115.0
Газ,сільське господарство,Ліберальний,2030,126.0
Газ,сільське господарство,Ліберальний,2035,126.0
Газ,сільське господарство,Ліберальний,2040,119.0
Газ,сільське господарство,Ліберальний,2045,105.0
Газ,сільське господарство,Ліберальний,2050,36.0
Теплова енергія,сільське господарство,Ліберальний,2012,312.0
Теплова енергія,сільське господарство,Ліберальний,2015,211.0
Теплова енергія,сільське господарство,Ліберальний,2020,255.0
Теплова енергія,сільське господарство,Ліберальний,2025,278.0
Теплова енергія,сільське господарство,Ліберальний,2030,299.0
Теплова енергія,сільське господарство,Ліберальний,2035,301.0
Теплова енергія,сільське господарство,Ліберальний,2040,296.0
Теплова енергія,сільське господарство,Ліберальний,2045,302.0
Теплова енергія,сільське господарство,Ліберальний,2050,324.0
Нафта та нафтопродукти,сільське господарство,Ліберальний,2012,1364.0
Нафта та нафтопродукти,сільське господарство,Ліберальний,2015,1302.0
Нафта та нафтопродукти,сільське господарство,Ліберальний,2020,1194.0
Нафта та нафтопродукти,сільське господарство,Ліберальний,2025,1345.0
Нафта та нафтопродукти,сільське господарство,Ліберальний,2030,1481.0
Нафта та нафтопродукти,сільське господарство,Ліберальний,2035,1412.0
Нафта та нафтопродукти,сільське господарство,Ліберальний,2040,1245.0
Нафта та нафтопродукти,сільське господарство,Ліберальний,2045,1027.0
Нафта та нафтопродукти,сільське господарство,Ліберальний,2050,62.0
Біопаливо та відходи,промисловість,Революційний,2012,46.0
Біопаливо та відходи,промисловість,Революційний,2015,86.0
Біопаливо та відходи,промисловість,Революційний,2020,88.0
Біопаливо та відходи,промисловість,Революційний,2025,170.0
Біопаливо та відходи,промисловість,Революційний,2030,278.0
Біопаливо та відходи,промисловість,Революційний,2035,478.0
Біопаливо та відходи,промисловість,Революційний,2040,680.0
Біопаливо та відходи,промисловість,Революційний,2045,889.0
Біопаливо та відходи,промисловість,Революційний,2050,1235.0
Теплова енергія з ВДЕ,промисловість,Революційний,2012,5.0
Теплова енергія з ВДЕ,промисловість,Революційний,2015,10.0
Теплова енергія з ВДЕ,промисловість,Революційний,2020,344.0
Теплова енергія з ВДЕ,промисловість,Революційний,2025,611.0
Теплова енергія з ВДЕ,промисловість,Революційний,2030,812.0
Теплова енергія з ВДЕ,промисловість,Революційний,2035,1268.0
Теплова енергія з ВДЕ,промисловість,Революційний,2040,1693.0
Теплова енергія з ВДЕ,промисловість,Революційний,2045,1953.0
Теплова енергія з ВДЕ,промисловість,Революційний,2050,2335.0
Електроенергія з ВДЕ,промисловість,Революційний,2012,325.0
Електроенергія з ВДЕ,промисловість,Революційний,2015,232.0
Електроенергія з ВДЕ,промисловість,Революційний,2020,952.0
Електроенергія з ВДЕ,промисловість,Революційний,2025,2811.0
Електроенергія з ВДЕ,промисловість,Революційний,2030,4554.0
Електроенергія з ВДЕ,промисловість,Революційний,2035,5728.0
Електроенергія з ВДЕ,промисловість,Революційний,2040,7401.0
Електроенергія з ВДЕ,промисловість,Революційний,2045,9132.0
Електроенергія з ВДЕ,промисловість,Революційний,2050,12946.0
Вугілля,промисловість,Революційний,2012,8310.0
Вугілля,промисловість,Революційний,2015,5569.0
Вугілля,промисловість,Революційний,2020,5444.0
Вугілля,промисловість,Революційний,2025,5575.0
Вугілля,промисловість,Революційний,2030,5439.0
Вугілля,промисловість,Революційний,2035,4910.0
Вугілля,промисловість,Революційний,2040,3739.0
Вугілля,промисловість,Революційний,2045,2603.0
Вугілля,промисловість,Революційний,2050,547.0
Електроенергія,промисловість,Революційний,2012,5102.0
Електроенергія,промисловість,Революційний,2015,4065265.0
Електроенергія,промисловість,Революційний,2020,4921.0
Електроенергія,промисловість,Революційний,2025,4484.0
Електроенергія,промисловість,Революційний,2030,3320.0
Електроенергія,промисловість,Революційний,2035,3374.0
Електроенергія,промисловість,Революційний,2040,3116.0
Електроенергія,промисловість,Революційний,2045,3038.0
Електроенергія,промисловість,Революційний,2050,983.0
Газ,промисловість,Революційний,2012,5272.0
Газ,промисловість,Революційний,2015,2762.0
Газ,промисловість,Революційний,2020,2146.0
Газ,промисловість,Революційний,2025,2059.0
Газ,промисловість,Революційний,2030,1830.0
Газ,промисловість,Революційний,2035,1552.0
Газ,промисловість,Революційний,2040,1152.0
Газ,промисловість,Революційний,2045,776.0
Газ,промисловість,Революційний,2050,276.0
Теплова енергія,промисловість,Революційний,2012,4538.0
Теплова енергія,промисловість,Революційний,2015,2870.0
Теплова енергія,промисловість,Революційний,2020,3084.0
Теплова енергія,промисловість,Революційний,2025,2815.0
Теплова енергія,промисловість,Революційний,2030,2538.0
Теплова енергія,промисловість,Революційний,2035,2090.0
Теплова енергія,промисловість,Революційний,2040,1516.0
Теплова енергія,промисловість,Революційний,2045,1106.0
Теплова енергія,промисловість,Революційний,2050,503.0
Нафта та нафтопродукти,промисловість,Революційний,2012,1246.0
Нафта та нафтопродукти,промисловість,Революційний,2015,814.0
Нафта та нафтопродукти,промисловість,Революційний,2020,1055.0
Нафта та нафтопродукти,промисловість,Революційний,2025,891.0
Нафта та нафтопродукти,промисловість,Революційний,2030,774.0
Нафта та нафтопродукти,промисловість,Революційний,2035,676.0
Нафта та нафтопродукти,промисловість,Революційний,2040,909.0
Нафта та нафтопродукти,промисловість,Революційний,2045,223.0
Нафта та нафтопродукти,промисловість,Революційний,2050,
Біопаливо та відходи,населення,Революційний,2012,936.0
Біопаливо та відходи,населення,Революційний,2015,1097.0
Біопаливо та відходи,населення,Революційний,2020,430.0
Біопаливо та відходи,населення,Революційний,2025,319.0
Біопаливо та відходи,населення,Революційний,2030,225.0
Біопаливо та відходи,населення,Революційний,2035,137.0
Біопаливо та відходи,населення,Революційний,2040,39.0
Біопаливо та відходи,населення,Революційний,2045,0.0
Біопаливо та відходи,населення,Революційний,2050,0.0
Сонячна енергія,населення,Революційний,2012,0.0
Сонячна енергія,населення,Революційний,2015,0.0
Сонячна енергія,населення,Революційний,2020,0.0
Сонячна енергія,населення,Революційний,2025,163.0
Сонячна енергія,населення,Революційний,2030,642.0
Сонячна енергія,населення,Революційний,2035,1372.0
Сонячна енергія,населення,Революційний,2040,2265.0
Сонячна енергія,населення,Революційний,2045,3304.0
Сонячна енергія,населення,Революційний,2050,
Теплова енергія з ВДЕ,населення,Революційний,2012,5.0
Теплова енергія з ВДЕ,населення,Революційний,2015,10.0
Теплова енергія з ВДЕ,населення,Революційний,2020,399.0
Теплова енергія з ВДЕ,населення,Революційний,2025,734.0
Теплова енергія з ВДЕ,населення,Революційний,2030,1110.0
Теплова енергія з ВДЕ,населення,Революційний,2035,1739.0
Теплова енергія з ВДЕ,населення,Революційний,2040,2377.0
Теплова енергія з ВДЕ,населення,Революційний,2045,2980.0
Теплова енергія з ВДЕ,населення,Революційний,2050,3873.0
Електроенергія з ВДЕ,населення,Революційний,2012,198.0
Електроенергія з ВДЕ,населення,Революційний,2015,172.0
Електроенергія з ВДЕ,населення,Революційний,2020,512.0
Електроенергія з ВДЕ,населення,Революційний,2025,1145.0
Електроенергія з ВДЕ,населення,Революційний,2030,1782.0
Електроенергія з ВДЕ,населення,Революційний,2035,2251.0
Електроенергія з ВДЕ,населення,Революційний,2040,2990.0
Електроенергія з ВДЕ,населення,Революційний,2045,3763.0
Електроенергія з ВДЕ,населення,Революційний,2050,5309.0
Вугілля,населення,Революційний,2012,715.0
Вугілля,населення,Революційний,2015,303.0
Вугілля,населення,Революційний,2020,638.0
Вугілля,населення,Революційний,2025,578.0
Вугілля,населення,Революційний,2030,510.0
Вугілля,населення,Революційний,2035,395.0
Вугілля,населення,Революційний,2040,176.0
Вугілля,населення,Революційний,2045,109.0
Вугілля,населення,Революційний,2050,0.0
Електроенергія,населення,Революційний,2012,3105.0
Електроенергія,населення,Революційний,2015,3012.0
Електроенергія,населення,Революційний,2020,2645.0
Електроенергія,населення,Революційний,2025,1827.0
Електроенергія,населення,Революційний,2030,1299.0
Електроенергія,населення,Революційний,2035,1325.0
Електроенергія,населення,Революційний,2040,1259.0
Електроенергія,населення,Революційний,2045,1252.0
Електроенергія,населення,Революційний,2050,403.0
Газ,населення,Революційний,2012,13760.0
Газ,населення,Революційний,2015,9083.0
Газ,населення,Революційний,2020,10351.0
Газ,населення,Революційний,2025,9012.0
Газ,населення,Революційний,2030,6609.0
Газ,населення,Революційний,2035,5450.0
Газ,населення,Революційний,2040,4061.0
Газ,населення,Революційний,2045,1981.0
Газ,населення,Революційний,2050,0.0
Теплова енергія,населення,Революційний,2012,4677.0
Теплова енергія,населення,Революційний,2015,2864.0
Теплова енергія,населення,Революційний,2020,3572.0
Теплова енергія,населення,Революційний,2025,3378.0
Теплова енергія,населення,Революційний,2030,3471.0
Теплова енергія,населення,Революційний,2035,2867.0
Теплова енергія,населення,Революційний,2040,2129.0
Теплова енергія,населення,Революційний,2045,1689.0
Теплова енергія,населення,Революційний,2050,834.0
Нафта та нафтопродукти,населення,Революційний,2012,71.0
Нафта та нафтопродукти,населення,Революційний,2015,14.0
Нафта та нафтопродукти,населення,Революційний,2020,22.0
Нафта та нафтопродукти,населення,Революційний,2025,0.0
Нафта та нафтопродукти,населення,Революційний,2030,0.0
Нафта та нафтопродукти,населення,Революційний,2035,0.0
Нафта та нафтопродукти,населення,Революційний,2040,0.0
Нафта та нафтопродукти,населення,Революційний,2045,0.0
Нафта та нафтопродукти,населення,Революційний,2050,0.0
Біопаливо та відходи,транспорт,Революційний,2012,0.0
Біопаливо та відходи,транспорт,Революційний,2015,34.0
Біопаливо та відходи,транспорт,Революційний,2020,950.0
Біопаливо та відходи,транспорт,Революційний,2025,2207.0
Біопаливо та відходи,транспорт,Революційний,2030,3169.0
Біопаливо та відходи,транспорт,Революційний,2035,3521.0
Біопаливо та відходи,транспорт,Революційний,2040,3663.0
Біопаливо та відходи,транспорт,Революційний,2045,3306.0
Біопаливо та відходи,транспорт,Революційний,2050,3787.0
Електроенергія з ВДЕ,транспорт,Революційний,2012,48.0
Електроенергія з ВДЕ,транспорт,Революційний,2015,32.0
Електроенергія з ВДЕ,транспорт,Революційний,2020,120.0
