source,sphere,scenario,year,ktne
Електроенергія з ВДЕ,транспорт,Революційний,2025,363.0
Електроенергія з ВДЕ,транспорт,Революційний,2030,724.0
Електроенергія з ВДЕ,транспорт,Революційний,2035,1098.0
Електроенергія з ВДЕ,транспорт,Революційний,2040,1632.0
Електроенергія з ВДЕ,транспорт,Революційний,2045,2251.0
Електроенергія з ВДЕ,транспорт,Революційний,2050,3346.0
Вугілля,транспорт,Революційний,2012,12.0
Вугілля,транспорт,Революційний,2015,4.0
Вугілля,транспорт,Революційний,2020,11.0
Вугілля,транспорт,Революційний,2025,11.0
Вугілля,транспорт,Революційний,2030,12.0
Вугілля,транспорт,Революційний,2035,12.0
Вугілля,транспорт,Революційний,2040,10.0
Вугілля,транспорт,Революційний,2045,5.0
Вугілля,транспорт,Революційний,2050,0.0
Електроенергія,транспорт,Революційний,2012,750.0
Електроенергія,транспорт,Революційний,2015,553.0
Електроенергія,транспорт,Революційний,2020,620.0
Електроенергія,транспорт,Революційний,2025,580.0
Електроенергія,транспорт,Революційний,2030,528.0
Електроенергія,транспорт,Революційний,2035,647.0
Електроенергія,транспорт,Революційний,2040,687.0
Електроенергія,транспорт,Революційний,2045,749.0
Електроенергія,транспорт,Революційний,2050,254.0
Газ,транспорт,Революційний,2012,2050.0
Газ,транспорт,Революційний,2015,1572.0
Газ,транспорт,Революційний,2020,1250.0
Газ,транспорт,Революційний,2025,670.0
Газ,транспорт,Революційний,2030,220.0
Газ,транспорт,Революційний,2035,214.0
Газ,транспорт,Революційний,2040,1191.0
Газ,транспорт,Революційний,2045,1522.0
Газ,транспорт,Революційний,2050,0.1
Нафта та нафтопродукти,транспорт,Революційний,2012,8588.0
Нафта та нафтопродукти,транспорт,Революційний,2015,6554.0
Нафта та нафтопродукти,транспорт,Революційний,2020,7818.0
Нафта та нафтопродукти,транспорт,Революційний,2025,6924.0
Нафта та нафтопродукти,транспорт,Революційний,2030,5613.0
Нафта та нафтопродукти,транспорт,Революційний,2035,4426.0
Нафта та нафтопродукти,транспорт,Революційний,2040,2684.0
Нафта та нафтопродукти,транспорт,Революційний,2045,1199.0
Нафта та нафтопродукти,транспорт,Революційний,2050,3.0
Біопаливо та відходи,сфера послуг,Революційний,2012,27.0
Біопаливо та відходи,сфера послуг,Революційний,2015,46.0
Біопаливо та відходи,сфера послуг,Революційний,2020,311.0
Біопаливо та відходи,сфера послуг,Революційний,2025,218.0
Біопаливо та відходи,сфера послуг,Революційний,2030,313.0
Біопаливо та відходи,сфера послуг,Революційний,2035,440.0
Біопаливо та відходи,сфера послуг,Революційний,2040,391.0
Біопаливо та відходи,сфера послуг,Революційний,2045,180.0
Біопаливо та відходи,сфера послуг,Революційний,2050,80.0
Сонячна енергія,сфера послуг,Революційний,2012,0.0
Сонячна енергія,сфера послуг,Революційний,2015,0.0
Сонячна енергія,сфера послуг,Революційний,2020,0.0
Сонячна енергія,сфера послуг,Революційний,2025,0.0
Сонячна енергія,сфера послуг,Революційний,2030,0.0
Сонячна енергія,сфера послуг,Революційний,2035,14.0
Сонячна енергія,сфера послуг,Революційний,2040,118.0
Сонячна енергія,сфера послуг,Революційний,2045,525.0
Сонячна енергія,сфера послуг,Революційний,2050,1012.0
Теплова енергія з ВДЕ,сфера послуг,Революційний,2012,2.0
Теплова енергія з ВДЕ,сфера послуг,Революційний,2015,5.0
Теплова енергія з ВДЕ,сфера послуг,Революційний,2020,236.0
Теплова енергія з ВДЕ,сфера послуг,Революційний,2025,411.0
Теплова енергія з ВДЕ,сфера послуг,Революційний,2030,545.0
Теплова енергія з ВДЕ,сфера послуг,Революційний,2035,747.0
Теплова енергія з ВДЕ,сфера послуг,Революційний,2040,901.0
Теплова енергія з ВДЕ,сфера послуг,Революційний,2045,897.0
Теплова енергія з ВДЕ,сфера послуг,Революційний,2050,850.0
Електроенергія з ВДЕ,сфера послуг,Революційний,2012,119.0
Електроенергія з ВДЕ,сфера послуг,Революційний,2015,101.0
Електроенергія з ВДЕ,сфера послуг,Революційний,2020,293.0
Електроенергія з ВДЕ,сфера послуг,Революційний,2025,806.0
Електроенергія з ВДЕ,сфера послуг,Революційний,2030,1387.0
Електроенергія з ВДЕ,сфера послуг,Революційний,2035,1642.0
Електроенергія з ВДЕ,сфера послуг,Революційний,2040,2018.0
Електроенергія з ВДЕ,сфера послуг,Революційний,2045,2410.0
Електроенергія з ВДЕ,сфера послуг,Революційний,2050,3252.0
Вугілля,сфера послуг,Революційний,2012,161.0
Вугілля,сфера послуг,Революційний,2015,67.0
Вугілля,сфера послуг,Революційний,2020,164.0
Вугілля,сфера послуг,Революційний,2025,130.0
Вугілля,сфера послуг,Революційний,2030,67.0
Вугілля,сфера послуг,Революційний,2035,100.0
Вугілля,сфера послуг,Революційний,2040,79.0
Вугілля,сфера послуг,Революційний,2045,72.0
Вугілля,сфера послуг,Революційний,2050,74.0
Газ,сфера послуг,Революційний,2012,463.0
Газ,сфера послуг,Революційний,2015,195.0
Газ,сфера послуг,Революційний,2020,542.0
Газ,сфера послуг,Революційний,2025,488.0
Газ,сфера послуг,Революційний,2030,388.0
Газ,сфера послуг,Революційний,2035,295.0
Газ,сфера послуг,Революційний,2040,267.0
Газ,сфера послуг,Революційний,2045,233.0
Газ,сфера послуг,Революційний,2050,184.0
Нафта та нафтопродукти,сфера послуг,Революційний,2012,78.0
Нафта та нафтопродукти,сфера послуг,Революційний,2015,92.0
Нафта та нафтопродукти,сфера послуг,Революційний,2020,60.0
Нафта та нафтопродукти,сфера послуг,Революційний,2025,28.0
Нафта та нафтопродукти,сфера послуг,Революційний,2030,0.0
Нафта та нафтопродукти,сфера послуг,Революційний,2035,0.0
Нафта та нафтопродукти,сфера послуг,Революційний,2040,2.0
Нафта та нафтопродукти,сфера послуг,Революційний,2045,0.0
Нафта та нафтопродукти,сфера послуг,Революційний,2050,0.0
Теплова енергія,сфера послуг,Революційний,2012,2326.0
Теплова енергія,сфера послуг,Революційний,2015,1555.0
Теплова енергія,сфера послуг,Революційний,2020,2117.0
Теплова енергія,сфера послуг,Революційний,2025,1892.0
Теплова енергія,сфера послуг,Революційний,2030,1704.0
Теплова енергія,сфера послуг,Революційний,2035,1231.0
Теплова енергія,сфера послуг,Революційний,2040,807.0
Теплова енергія,сфера послуг,Революційний,2045,508.0
Теплова енергія,сфера послуг,Революційний,2050,183.0
Електроенергія,сфера послуг,Революційний,2012,1861.0
Електроенергія,сфера послуг,Революційний,2015,1777.0
Електроенергія,сфера послуг,Революційний,2020,1513.0
Електроенергія,сфера послуг,Революційний,2025,1286.0
Електроенергія,сфера послуг,Революційний,2030,1011.0
Електроенергія,сфера послуг,Революційний,2035,967.0
Електроенергія,сфера послуг,Революційний,2040,849.0
Електроенергія,сфера послуг,Революційний,2045,802.0
Електроенергія,сфера послуг,Революційний,2050,247.0
Біопаливо та відходи,сільське господарство,Революційний,2012,20.0
Біопаливо та відходи,сільське господарство,Революційний,2015,19.0
Біопаливо та відходи,сільське господарство,Революційний,2020,112.0
Біопаливо та відходи,сільське господарство,Революційний,2025,404.0
Біопаливо та відходи,сільське господарство,Революційний,2030,739.0
Біопаливо та відходи,сільське господарство,Революційний,2035,1119.0
Біопаливо та відходи,сільське господарство,Революційний,2040,1491.0
Біопаливо та відходи,сільське господарство,Революційний,2045,1845.0
Біопаливо та відходи,сільське господарство,Революційний,2050,2232.0
Сонячна енергія,сільське господарство,Революційний,2012,0.0
Сонячна енергія,сільське господарство,Революційний,2015,0.0
Сонячна енергія,сільське господарство,Революційний,2020,0.0
Сонячна енергія,сільське господарство,Революційний,2025,0.0
Сонячна енергія,сільське господарство,Революційний,2030,0.0
Сонячна енергія,сільське господарство,Революційний,2035,0.0
Сонячна енергія,сільське господарство,Революційний,2040,0.0
Сонячна енергія,сільське господарство,Революційний,2045,0.0
Сонячна енергія,сільське господарство,Революційний,2050,0.0
Теплова енергія з ВДЕ,сільське господарство,Революційний,2012,0.3
Теплова енергія з ВДЕ,сільське господарство,Революційний,2015,1.0
Теплова енергія з ВДЕ,сільське господарство,Революційний,2020,30.0
Теплова енергія з ВДЕ,сільське господарство,Революційний,2025,59.0
Теплова енергія з ВДЕ,сільське господарство,Революційний,2030,88.0
Теплова енергія з ВДЕ,сільське господарство,Революційний,2035,150.0
Теплова енергія з ВДЕ,сільське господарство,Революційний,2040,226.0
Теплова енергія з ВДЕ,сільське господарство,Революційний,2045,288.0
Теплова енергія з ВДЕ,сільське господарство,Революційний,2050,388.0
Електроенергія з ВДЕ,сільське господарство,Революційний,2012,20.0
Електроенергія з ВДЕ,сільське господарство,Революційний,2015,16.0
Електроенергія з ВДЕ,сільське господарство,Революційний,2020,49.0
Електроенергія з ВДЕ,сільське господарство,Революційний,2025,127.0
Електроенергія з ВДЕ,сільське господарство,Революційний,2030,208.0
Електроенергія з ВДЕ,сільське господарство,Революційний,2035,245.0
Електроенергія з ВДЕ,сільське господарство,Революційний,2040,293.0
Електроенергія з ВДЕ,сільське господарство,Революційний,2045,327.0
Електроенергія з ВДЕ,сільське господарство,Революційний,2050,439.0
Вугілля,сільське господарство,Революційний,2012,14.0
Вугілля,сільське господарство,Революційний,2015,9.0
Вугілля,сільське господарство,Революційний,2020,13.0
Вугілля,сільське господарство,Революційний,2025,7.0
Вугілля,сільське господарство,Революційний,2030,4.0
Вугілля,сільське господарство,Революційний,2035,2.0
Вугілля,сільське господарство,Революційний,2040,1.0
Вугілля,сільське господарство,Революційний,2045,1.0
Вугілля,сільське господарство,Революційний,2050,0.0
Електроенергія,сільське господарство,Революційний,2012,312.0
Електроенергія,сільське господарство,Революційний,2015,273.0
Електроенергія,сільське господарство,Революційний,2020,251.0
Електроенергія,сільське господарство,Революційний,2025,203.0
Електроенергія,сільське господарство,Революційний,2030,152.0
Електроенергія,сільське господарство,Революційний,2035,144.0
Електроенергія,сільське господарство,Революційний,2040,123.0
Електроенергія,сільське господарство,Революційний,2045,109.0
Електроенергія,сільське господарство,Революційний,2050,33.0
Газ,сільське господарство,Революційний,2012,153.0
Газ,сільське господарство,Революційний,2015,129.0
Газ,сільське господарство,Революційний,2020,128.0
Газ,сільське господарство,Революційний,2025,125.0
Газ,сільське господарство,Революційний,2030,120.0
Газ,сільське господарство,Революційний,2035,104.0
Газ,сільське господарство,Революційний,2040,77.0
Газ,сільське господарство,Революційний,2045,51.0
Газ,сільське господарство,Революційний,2050,0.0
Теплова енергія,сільське господарство,Революційний,2012,312.0
Теплова енергія,сільське господарство,Революційний,2015,211.0
Теплова енергія,сільське господарство,Революційний,2020,272.0
Теплова енергія,сільське господарство,Революційний,2025,274.0
Теплова енергія,сільське господарство,Революційний,2030,275.0
Теплова енергія,сільське господарство,Революційний,2035,247.0
Теплова енергія,сільське господарство,Революційний,2040,202.0
Теплова енергія,сільське господарство,Революційний,2045,163.0
Теплова енергія,сільське господарство,Революційний,2050,84.0
Нафта та нафтопродукти,сільське господарство,Революційний,2012,1364.0
Нафта та нафтопродукти,сільське господарство,Революційний,2015,1302.0
Нафта та нафтопродукти,сільське господарство,Революційний,2020,1286.0
Нафта та нафтопродукти,сільське господарство,Революційний,2025,1146.0
Нафта та нафтопродукти,сільське господарство,Революційний,2030,974.0
Нафта та нафтопродукти,сільське господарство,Революційний,2035,771.0
Нафта та нафтопродукти,сільське господарство,Революційний,2040,536.0
Нафта та нафтопродукти,сільське господарство,Революційний,2045,285.0
Нафта та нафтопродукти,сільське господарство,Революційний,2050,0.0
Біопаливо та відходи,загалом,Базовий,2012,1029.0
Біопаливо та відходи,загалом,Базовий,2015,1282.0
Біопаливо та відходи,загалом,Базовий,2020,1428.0
Біопаливо та відходи,загалом,Базовий,2025,1606.0
Біопаливо та відходи,загалом,Базовий,2030,1497.0
Біопаливо та відходи,загалом,Базовий,2035,1736.0
Біопаливо та відходи,загалом,Базовий,2040,2032.0
Біопаливо та відходи,загалом,Базовий,2045,2525.0
Біопаливо та відходи,загалом,Базовий,2050,3039.0
Біопаливо та відходи,загалом,Ліберальний,2012,1029.0
Біопаливо та відходи,загалом,Ліберальний,2015,1282.0
Біопаливо та відходи,загалом,Ліберальний,2020,1051.0
Біопаливо та відходи,загалом,Ліберальний,2025,1056.0
Біопаливо та відходи,загалом,Ліберальний,2030,855.0
Біопаливо та відходи,загалом,Ліберальний,2035,1012.0
Біопаливо та відходи,загалом,Ліберальний,2040,1411.0
Біопаливо та відходи,загалом,Ліберальний,2045,1879.0
Біопаливо та відходи,загалом,Ліберальний,2050,3630.0
Біопаливо та відходи,загалом,Революційний,2012,1029.0
Біопаливо та відходи,загалом,Революційний,2015,1282.0
Біопаливо та відходи,загалом,Революційний,2020,1891.0
Біопаливо та відходи,загалом,Революційний,2025,3318.0
Біопаливо та відходи,загалом,Революційний,2030,4724.0
Біопаливо та відходи,загалом,Революційний,2035,5695.0
Біопаливо та відходи,загалом,Революційний,2040,6264.0
Біопаливо та відходи,загалом,Революційний,2045,6220.0
Біопаливо та відходи,загалом,Революційний,2050,7334.0
Вугілля,загалом,Базовий,2012,9212.0
Вугілля,загалом,Базовий,2015,5952.0
Вугілля,загалом,Базовий,2020,6335.0
Вугілля,загалом,Базовий,2025,7658.0
Вугілля,загалом,Базовий,2030,8568.0
Вугілля,загалом,Базовий,2035,9674.0
Вугілля,загалом,Базовий,2040,10603.0
Вугілля,загалом,Базовий,2045,11392.0
Вугілля,загалом,Базовий,2050,12033.0
Вугілля,загалом,Ліберальний,2012,9212.0
Вугілля,загалом,Ліберальний,2015,5952.0
Вугілля,загалом,Ліберальний,2020,6278.0
Вугілля,загалом,Ліберальний,2025,7370.0
Вугілля,загалом,Ліберальний,2030,7975.0
Вугілля,загалом,Ліберальний,2035,8850.0
Вугілля,загалом,Ліберальний,2040,9587.0
Вугілля,загалом,Ліберальний,2045,10222.0
Вугілля,загалом,Ліберальний,2050,10661.0
Вугілля,загалом,Революційний,2012,9212.0
Вугілля,загалом,Революційний,2015,5952.0
Вугілля,загалом,Революційний,2020,6270.0
Вугілля,загалом,Революційний,2025,6301.0
Вугілля,загалом,Революційний,2030,6032.0
Вугілля,загалом,Революційний,2035,5419.0
Вугілля,загалом,Революційний,2040,4005.0
Вугілля,загалом,Революційний,2045,2790.0
Вугілля,загалом,Революційний,2050,621.0
Газ,загалом,Базовий,2012,21698.0
Газ,загалом,Базовий,2015,13741.0
Газ,загалом,Базовий,2020,15998.0
Газ,загалом,Базовий,2025,16922.0
Газ,загалом,Базовий,2030,17513.0
Газ,загалом,Базовий,2035,18518.0
Газ,загалом,Базовий,2040,19486.0
Газ,загалом,Базовий,2045,20285.0
Газ,загалом,Базовий,2050,20578.0
Газ,загалом,Ліберальний,2012,21698.0
Газ,загалом,Ліберальний,2015,13741.0
Газ,загалом,Ліберальний,2020,14804.0
Газ,загалом,Ліберальний,2025,14223.0
Газ,загалом,Ліберальний,2030,12585.0
Газ,загалом,Ліберальний,2035,12681.0
Газ,загалом,Ліберальний,2040,11887.0
Газ,загалом,Ліберальний,2045,10061.0
Газ,загалом,Ліберальний,2050,9567.0
Газ,загалом,Революційний,2012,21698.0
Газ,загалом,Революційний,2015,13741.0
Газ,загалом,Революційний,2020,14417.0
Газ,загалом,Революційний,2025,12354.0
Газ,загалом,Революційний,2030,9167.0
Газ,загалом,Революційний,2035,7615.0
Газ,загалом,Революційний,2040,6748.0
Газ,загалом,Революційний,2045,4563.0
Газ,загалом,Революційний,2050,460.1
Електроенергія,загалом,Базовий,2012,11131.0
Електроенергія,загалом,Базовий,2015,9696.0
Електроенергія,загалом,Базовий,2020,11793.0
Електроенергія,загалом,Базовий,2025,13682.0
Електроенергія,загалом,Базовий,2030,15144.0
Електроенергія,загалом,Базовий,2035,16728.0
Електроенергія,загалом,Базовий,2040,17921.0
Електроенергія,загалом,Базовий,2045,18605.0
Електроенергія,загалом,Базовий,2050,18991.0
Електроенергія,загалом,Ліберальний,2012,11130.0
Електроенергія,загалом,Ліберальний,2015,9680.0
Електроенергія,загалом,Ліберальний,2020,10080.0
Електроенергія,загалом,Ліберальний,2025,9722.0
Електроенергія,загалом,Ліберальний,2030,9014.0
Електроенергія,загалом,Ліберальний,2035,9285.0
Електроенергія,загалом,Ліберальний,2040,9599.0
Електроенергія,загалом,Ліберальний,2045,9819.0
Електроенергія,загалом,Ліберальний,2050,9666.0
Електроенергія,загалом,Революційний,2012,11130.0
Електроенергія,загалом,Революційний,2015,4070880.0
Електроенергія,загалом,Революційний,2020,9950.0
Електроенергія,загалом,Революційний,2025,8380.0
Електроенергія,загалом,Революційний,2030,6310.0
Електроенергія,загалом,Революційний,2035,6457.0
Електроенергія,загалом,Революційний,2040,6034.0
Електроенергія,загалом,Революційний,2045,5950.0
Електроенергія,загалом,Революційний,2050,1920.0
Електроенергія з ВДЕ,загалом,Базовий,2012,709.0
Електроенергія з ВДЕ,загалом,Базовий,2015,553.0
Електроенергія з ВДЕ,загалом,Базовий,2020,929.0
Електроенергія з ВДЕ,загалом,Базовий,2025,1137.0
Електроенергія з ВДЕ,загалом,Базовий,2030,1258.0
Електроенергія з ВДЕ,загалом,Базовий,2035,1293.0
Електроенергія з ВДЕ,загалом,Базовий,2040,1279.0
Електроенергія з ВДЕ,загалом,Базовий,2045,1286.0
Електроенергія з ВДЕ,загалом,Базовий,2050,1321.0
Електроенергія з ВДЕ,загалом,Ліберальний,2012,710.0
Електроенергія з ВДЕ,загалом,Ліберальний,2015,553.0
Електроенергія з ВДЕ,загалом,Ліберальний,2020,1732.0
Електроенергія з ВДЕ,загалом,Ліберальний,2025,2563.0
Електроенергія з ВДЕ,загалом,Ліберальний,2030,3447.0
Електроенергія з ВДЕ,загалом,Ліберальний,2035,4510.0
Електроенергія з ВДЕ,загалом,Ліберальний,2040,5638.0
Електроенергія з ВДЕ,загалом,Ліберальний,2045,6787.0
Електроенергія з ВДЕ,загалом,Ліберальний,2050,7817.0
Електроенергія з ВДЕ,загалом,Революційний,2012,710.0
Електроенергія з ВДЕ,загалом,Революційний,2015,553.0
Електроенергія з ВДЕ,загалом,Революційний,2020,1926.0
Електроенергія з ВДЕ,загалом,Революційний,2025,5252.0
Електроенергія з ВДЕ,загалом,Революційний,2030,8655.0
Електроенергія з ВДЕ,загалом,Революційний,2035,10964.0
Електроенергія з ВДЕ,загалом,Революційний,2040,14334.0
Електроенергія з ВДЕ,загалом,Революційний,2045,17883.0
Електроенергія з ВДЕ,загалом,Революційний,2050,25292.0
Нафта та нафтопродукти,загалом,Базовий,2012,11347.0
Нафта та нафтопродукти,загалом,Базовий,2015,8776.0
Нафта та нафтопродукти,загалом,Базовий,2020,11075.0
Нафта та нафтопродукти,загалом,Базовий,2025,12163.0
Нафта та нафтопродукти,загалом,Базовий,2030,13234.0
Нафта та нафтопродукти,загалом,Базовий,2035,14242.0
Нафта та нафтопродукти,загалом,Базовий,2040,14913.0
Нафта та нафтопродукти,загалом,Базовий,2045,15433.0
Нафта та нафтопродукти,загалом,Базовий,2050,15891.0
Нафта та нафтопродукти,загалом,Ліберальний,2012,11347.0
Нафта та нафтопродукти,загалом,Ліберальний,2015,8776.0
Нафта та нафтопродукти,загалом,Ліберальний,2020,10620.0
Нафта та нафтопродукти,загалом,Ліберальний,2025,10922.0
Нафта та нафтопродукти,загалом,Ліберальний,2030,11591.0
Нафта та нафтопродукти,загалом,Ліберальний,2035,11688.0
Нафта та нафтопродукти,загалом,Ліберальний,2040,10749.0
Нафта та нафтопродукти,загалом,Ліберальний,2045,9599.0
Нафта та нафтопродукти,загалом,Ліберальний,2050,7750.0
Нафта та нафтопродукти,загалом,Революційний,2012,11347.0
Нафта та нафтопродукти,загалом,Революційний,2015,8776.0
Нафта та нафтопродукти,загалом,Революційний,2020,10241.0
Нафта та нафтопродукти,загалом,Революційний,2025,8989.0
Нафта та нафтопродукти,загалом,Революційний,2030,7361.0
Нафта та нафтопродукти,загалом,Революційний,2035,5873.0
Нафта та нафтопродукти,загалом,Революційний,2040,4131.0
Нафта та нафтопродукти,загалом,Революційний,2045,1707.0
Нафта та нафтопродукти,загалом,Революційний,2050,3.0
Сонячна енергія,загалом,Ліберальний,2012,0.0
Сонячна енергія,загалом,Ліберальний,2015,0.0
Сонячна енергія,загалом,Ліберальний,2020,0.0
Сонячна енергія,загалом,Ліберальний,2025,0.0
Сонячна енергія,загалом,Ліберальний,2030,0.0
Сонячна енергія,загалом,Ліберальний,2035,279.0
Сонячна енергія,загалом,Ліберальний,2040,1491.0
Сонячна енергія,загалом,Ліберальний,2045,3414.0
Сонячна енергія,загалом,Ліберальний,2050,5396.0
Сонячна енергія,загалом,Революційний,2012,0.0
Сонячна енергія,загалом,Революційний,2015,0.0
Сонячна енергія,загалом,Революційний,2020,0.0
Сонячна енергія,загалом,Революційний,2025,163.0
Сонячна енергія,загалом,Революційний,2030,642.0
Сонячна енергія,загалом,Революційний,2035,1386.0
Сонячна енергія,загалом,Революційний,2040,2383.0
Сонячна енергія,загалом,Революційний,2045,3829.0
Сонячна енергія,загалом,Революційний,2050,1012.0
Теплова енергія,загалом,Базовий,2012,11853.0
Теплова енергія,загалом,Базовий,2015,7500.0
Теплова енергія,загалом,Базовий,2020,10149.0
Теплова енергія,загалом,Базовий,2025,10593.0
Теплова енергія,загалом,Базовий,2030,11138.0
Теплова енергія,загалом,Базовий,2035,11707.0
Теплова енергія,загалом,Базовий,2040,12124.0
Теплова енергія,загалом,Базовий,2045,12583.0
Теплова енергія,загалом,Базовий,2050,13050.0
Теплова енергія,загалом,Ліберальний,2012,11853.0
Теплова енергія,загалом,Ліберальний,2015,7500.0
Теплова енергія,загалом,Ліберальний,2020,9174.0
Теплова енергія,загалом,Ліберальний,2025,8712.0
Теплова енергія,загалом,Ліберальний,2030,8230.0
Теплова енергія,загалом,Ліберальний,2035,7216.0
Теплова енергія,загалом,Ліберальний,2040,6036.0
Теплова енергія,загалом,Ліберальний,2045,5304.0
Теплова енергія,загалом,Ліберальний,2050,4338.0
Теплова енергія,загалом,Революційний,2012,11853.0
Теплова енергія,загалом,Революційний,2015,7500.0
Теплова енергія,загалом,Революційний,2020,9045.0
Теплова енергія,загалом,Революційний,2025,8359.0
Теплова енергія,загалом,Революційний,2030,7988.0
Теплова енергія,загалом,Революційний,2035,6435.0
Теплова енергія,загалом,Революційний,2040,4654.0
Теплова енергія,загалом,Революційний,2045,3466.0
Теплова енергія,загалом,Революційний,2050,1604.0
Теплова енергія з ВДЕ,загалом,Базовий,2012,12.0
Теплова енергія з ВДЕ,загалом,Базовий,2015,26.0
Теплова енергія з ВДЕ,загалом,Базовий,2020,115.0
Теплова енергія з ВДЕ,загалом,Базовий,2025,129.0
Теплова енергія з ВДЕ,загалом,Базовий,2030,147.0
Теплова енергія з ВДЕ,загалом,Базовий,2035,170.0
Теплова енергія з ВДЕ,загалом,Базовий,2040,184.0
Теплова енергія з ВДЕ,загалом,Базовий,2045,209.0
Теплова енергія з ВДЕ,загалом,Базовий,2050,232.0
Теплова енергія з ВДЕ,загалом,Ліберальний,2012,12.0
Теплова енергія з ВДЕ,загалом,Ліберальний,2015,26.0
Теплова енергія з ВДЕ,загалом,Ліберальний,2020,811.0
Теплова енергія з ВДЕ,загалом,Ліберальний,2025,958.0
Теплова енергія з ВДЕ,загалом,Ліберальний,2030,1106.0
Теплова енергія з ВДЕ,загалом,Ліберальний,2035,1521.0
Теплова енергія з ВДЕ,загалом,Ліберальний,2040,1727.0
Теплова енергія з ВДЕ,загалом,Ліберальний,2045,1675.0
Теплова енергія з ВДЕ,загалом,Ліберальний,2050,1835.0
Теплова енергія з ВДЕ,загалом,Революційний,2012,12.3
Теплова енергія з ВДЕ,загалом,Революційний,2015,26.0
Теплова енергія з ВДЕ,загалом,Революційний,2020,1009.0
Теплова енергія з ВДЕ,загалом,Революційний,2025,1815.0
Теплова енергія з ВДЕ,загалом,Революційний,2030,2555.0
Теплова енергія з ВДЕ,загалом,Революційний,2035,3904.0
Теплова енергія з ВДЕ,загалом,Революційний,2040,5197.0
Теплова енергія з ВДЕ,загалом,Революційний,2045,6118.0
Теплова енергія з ВДЕ,загалом,Революційний,2050,7446.0
